# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_11
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
282.599   937.723
294.986   911.234
307.654   885.732
320.614   861.159
333.881   837.464
347.469   814.599
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.43008   2769.09
22.4691   2505.45
40.0829   2311.5
54.8744   2166.13
68.2145   2047.22
80.6792   1945.55
92.5775   1856.23
104.099   1776.29
115.37   1703.77
126.482   1637.32
137.505   1575.93
148.489   1518.85
159.482   1465.49
170.517   1415.38
181.626   1368.16
192.836   1323.51
204.172   1281.17
215.656   1240.92
227.307   1202.58
239.144   1165.98
251.187   1131
263.451   1097.5
275.954   1065.38
288.71   1034.56
301.737   1004.93
315.051   976.433
328.665   948.991
342.597   922.547
356.86   897.044
370.641   872.43
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.24211   2923.89
22.89   2655.62
41.4076   2452.45
57.0171   2299.41
71.1191   2173.96
84.3096   2066.52
96.9094   1972.03
109.116   1887.38
121.063   1810.55
132.846   1740.09
144.535   1674.96
156.188   1614.37
167.851   1557.72
179.563   1504.49
191.354   1454.31
203.254   1406.85
215.291   1361.84
227.484   1319.03
239.859   1278.24
252.432   1239.3
265.224   1202.07
278.254   1166.42
291.539   1132.22
305.096   1099.39
318.941   1067.83
333.092   1037.47
347.565   1008.23
362.377   980.054
377.543   952.874
392.924   926.641
+KVIDCutLine
OK:Bragg_line
right
9
3.01718e-09   348.328
3.55634e-08   461.592
3.03433e-07   541.161
0.0173741   1234.03
0.030438   1389.55
0.0670176   1636.83
0.0306996   2615.63
0.0430421   2782.79
0.0576677   2934.46
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_332
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_332
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.29873   258.168
2.81177   243.317
5.1515   222.897
7.04655   208.307
8.73416   196.59
10.3015   186.671
11.7925   178.008
13.2333   170.285
14.6409   163.3
16.0275   156.911
17.402   151.019
18.7713   145.547
20.1411   140.435
21.5159   135.638
22.8996   131.12
24.2958   126.849
25.7075   122.801
27.1373   118.953
28.588   115.287
30.0618   111.79
31.5608   108.444
33.0874   105.243
34.6435   102.171
36.2311   99.2229
37.8521   96.389
39.5086   93.6622
41.2024   91.0363
42.9354   88.505
44.7094   86.0632
46.5265   83.7061
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.30954   347.158
3.74106   323.866
6.70257   298.812
9.17365   280.263
11.4027   265.13
13.4884   252.193
15.4827   240.817
17.4171   230.625
19.3125   221.367
21.184   212.871
23.0429   205.011
24.8978   197.691
26.7562   190.84
28.6238   184.397
30.5058   178.316
32.4069   172.559
34.3309   167.091
36.2815   161.887
38.2623   156.924
40.2763   152.179
42.3265   147.639
44.416   143.286
46.5473   139.107
48.7235   135.091
50.9471   131.226
53.2207   127.505
55.5471   123.917
57.9289   120.456
60.3687   117.114
61.261   113.886
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.927153   413.803
4.02356   384.354
7.46078   355.577
10.3535   334.058
12.9743   316.405
15.4336   301.259
17.7898   287.903
20.0789   275.908
22.3248   264.991
24.5446   254.956
26.7514   245.657
28.9553   236.987
31.1649   228.861
33.3868   221.21
35.6274   213.981
37.8917   207.13
40.1846   200.617
42.5103   194.414
44.8729   188.491
47.2764   182.826
49.724   177.399
52.2195   172.192
54.7661   167.19
57.3672   162.38
60.0259   157.748
62.7455   153.284
65.5293   148.979
68.3803   144.822
71.3019   140.809
74.2973   136.927
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.763227   956.88
11.3608   850.213
19.3607   781.394
25.9689   730.917
31.8889   690.031
37.4001   655.279
42.6486   624.869
47.7228   597.737
52.6809   573.182
57.5647   550.725
62.4051   530.014
67.2263   510.783
72.0479   492.83
76.886   475.99
81.7545   460.135
86.6651   445.157
91.629   430.966
96.6554   417.486
101.753   404.653
106.931   392.415
112.196   380.72
117.558   369.529
123.02   358.804
128.592   348.514
134.28   338.629
140.091   329.123
146.031   319.974
152.108   311.159
158.327   302.662
164.176   294.464
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.482103   1081.74
12.1655   965.559
21.1579   888.526
28.6207   831.696
35.3215   785.522
41.5683   746.192
47.5234   711.724
53.2846   680.93
58.9173   653.035
64.4683   627.498
69.972   603.928
75.4559   582.029
80.9418   561.57
86.448   542.37
91.9901   524.283
97.5816   507.187
103.235   490.982
108.961   475.583
114.77   460.919
120.671   446.926
126.672   433.551
132.784   420.748
139.014   408.475
145.369   396.696
151.857   385.377
158.487   374.49
165.266   364.009
172.201   353.91
179.301   344.171
185.716   334.774
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.552835   1275.23
13.5199   1149.57
23.9672   1061.14
32.7391   994.969
40.6592   940.803
48.0675   894.448
55.1457   853.681
62.005   817.163
68.7199   784.008
75.344   753.601
81.9175   725.488
88.472   699.331
95.033   674.864
101.622   651.875
108.258   630.196
114.955   609.684
121.729   590.224
128.594   571.717
135.559   554.077
142.639   537.235
149.841   521.124
157.178   505.692
164.658   490.89
172.292   476.675
180.088   463.009
188.056   449.856
196.206   437.188
204.548   424.976
213.088   413.195
221.794   401.822
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.413126   2040.04
22.1856   1828.36
39   1685.09
53.0669   1578.21
65.7315   1491.02
77.5532   1416.59
88.8301   1351.27
99.7446   1292.86
110.418   1239.93
120.938   1191.44
131.37   1146.67
141.766   1105.07
152.165   1066.2
162.603   1029.72
173.112   995.341
183.714   962.85
194.434   932.05
205.291   902.783
216.307   874.909
227.498   848.313
238.88   822.894
250.473   798.56
262.289   775.234
274.345   752.846
286.655   731.337
299.235   710.648
312.097   690.73
325.259   671.538
338.733   653.033
351.903   635.176
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.44909   2162.12
22.7514   1956.28
40.593   1804.79
55.5773   1691.24
69.0922   1598.35
81.7209   1518.94
93.7763   1449.17
105.45   1386.72
116.872   1330.08
128.132   1278.18
139.302   1230.22
150.435   1185.63
161.575   1143.95
172.759   1104.82
184.019   1067.93
195.382   1033.05
206.873   999.978
218.513   968.542
230.324   938.597
242.324   910.016
254.534   882.692
266.968   856.532
279.644   831.45
292.579   807.371
305.789   784.232
319.288   761.973
333.094   740.541
347.223   719.888
361.688   699.971
376.295   680.749
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.25886   2282.96
23.1875   2073.42
41.951   1914.69
57.7692   1795.13
72.0611   1697.11
85.4301   1613.18
98.2017   1539.36
110.575   1473.23
122.686   1413.2
134.631   1358.15
146.484   1307.28
158.3   1259.95
170.126   1215.69
182.001   1174.11
193.96   1134.91
206.029   1097.84
218.237   1062.67
230.605   1029.23
243.157   997.369
255.912   966.956
268.891   937.872
282.111   910.02
295.59   883.311
309.346   857.669
323.396   833.022
337.757   809.309
352.445   786.473
367.478   764.465
382.872   743.239
398.196   722.752
+KVIDCutLine
OK:Bragg_line
right
9
1.71032e-09   271.986
3.77534e-08   360.41
3.11833e-07   422.526
0.0176601   963.576
0.0309389   1085
0.0681198   1278.04
0.0312248   2042.31
0.0437784   2172.81
0.0586539   2291.2
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_333
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_333
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.27458   335.361
2.75909   316.069
5.05495   289.544
6.9145   270.589
8.5705   255.369
10.1085   242.482
11.5716   231.228
12.9854   221.196
14.3668   212.122
15.7274   203.823
17.0762   196.168
18.42   189.058
19.7642   182.419
21.1133   176.188
22.4712   170.318
23.8414   164.77
25.2268   159.51
26.6299   154.512
28.0536   149.75
29.4998   145.206
30.971   140.861
32.4691   136.701
33.9962   132.712
35.5543   128.882
37.1452   125.201
38.7708   121.659
40.4331   118.247
42.1339   114.959
43.875   111.787
45.6584   108.725
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.28508   450.958
3.67083   420.702
6.57683   388.156
9.00162   364.058
11.1889   344.399
13.2356   327.594
15.1925   312.817
17.0908   299.576
18.9508   287.549
20.7873   276.513
22.6114   266.301
24.4317   256.793
26.2554   247.892
28.0881   239.522
29.935   231.623
31.8006   224.144
33.6887   217.041
35.6031   210.281
37.5468   203.833
39.5233   197.671
41.5353   191.771
43.5858   186.117
45.6776   180.688
47.8133   175.471
49.9954   170.451
52.2268   165.616
54.5099   160.956
56.8474   156.46
59.2419   152.119
60.148   147.925
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.909871   537.528
3.94799   499.275
7.32075   461.894
10.1592   433.937
12.731   411.006
15.1442   391.329
17.4564   373.979
19.7026   358.396
21.9065   344.216
24.0848   331.179
26.2504   319.099
28.4132   307.836
30.5815   297.28
32.762   287.341
34.9607   277.951
37.1827   269.049
39.4328   260.59
41.7152   252.53
44.0339   244.837
46.3924   237.478
48.7945   230.427
51.2435   223.664
53.7427   217.166
56.2954   210.917
58.9046   204.9
61.5736   199.101
64.3056   193.509
67.1037   188.11
69.9709   182.894
72.9107   177.853
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.749047   1243
11.1476   1104.43
18.9976   1015.03
25.4821   949.459
31.2911   896.345
36.6993   851.199
41.8497   811.694
46.8289   776.447
51.6945   744.549
56.4869   715.375
61.2369   688.468
65.9681   663.487
70.6996   640.164
75.4474   618.289
80.225   597.692
85.0441   578.234
89.9153   559.798
94.8481   542.287
99.8513   525.618
104.932   509.718
110.099   494.526
115.361   479.988
120.722   466.056
126.19   452.688
131.773   439.848
137.476   427.499
143.305   415.613
149.269   404.164
155.372   393.125
161.187   382.475
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.473191   1405.19
11.937   1254.27
20.761   1154.2
28.084   1080.37
34.6593   1020.39
40.7893   969.294
46.6329   924.516
52.2864   884.513
57.8139   848.275
63.261   815.101
68.6619   784.482
74.0434   756.033
79.4268   729.455
84.8304   704.514
90.2691   681.017
95.7565   658.808
101.304   637.756
106.923   617.753
112.624   598.702
118.415   580.525
124.305   563.151
130.303   546.518
136.416   530.575
142.653   515.273
149.021   500.569
155.527   486.427
162.18   472.812
168.986   459.693
175.954   447.042
182.334   434.834
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.542556   1656.52
13.2659   1493.3
23.5174   1378.43
32.125   1292.46
39.8967   1222.09
47.1664   1161.87
54.1121   1108.92
60.8431   1061.48
67.4325   1018.41
73.9328   978.904
80.3835   942.385
86.8155   908.404
93.2541   876.62
99.7203   846.756
106.232   818.593
112.805   791.947
119.453   766.668
126.188   742.625
133.024   719.71
139.971   697.83
147.041   676.902
154.24   656.855
161.582   637.626
169.073   619.159
176.724   601.406
184.544   584.321
192.543   567.864
200.728   552
209.11   536.696
217.67   521.922
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.405479   2650.03
21.7688   2375.05
38.2681   2188.94
52.0715   2050.1
64.4991   1936.82
76.0996   1840.13
87.1656   1755.28
97.8757   1679.4
108.35   1610.63
118.674   1547.64
128.91   1489.49
139.112   1435.45
149.317   1384.95
159.561   1337.56
169.872   1292.89
180.277   1250.68
190.797   1210.68
201.452   1172.66
212.262   1136.45
223.245   1101.9
234.417   1068.88
245.792   1037.27
257.389   1006.96
269.22   977.881
281.301   949.939
293.647   923.062
306.271   897.188
319.188   872.258
332.411   848.218
345.434   825.022
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.42199   2808.6
22.3237   2541.21
39.8311   2344.43
54.5347   2196.91
67.7965   2076.25
80.1889   1973.08
92.0188   1882.44
103.475   1801.33
114.683   1727.74
125.732   1660.31
136.693   1598.01
147.618   1540.09
158.55   1485.94
169.526   1435.1
180.576   1387.19
191.727   1341.88
203.003   1298.91
214.426   1258.08
226.017   1219.17
237.795   1182.04
249.776   1146.55
261.979   1112.56
274.419   1079.98
287.114   1048.7
300.077   1018.64
313.326   989.729
326.876   961.888
340.74   935.059
354.937   909.185
369.333   884.215
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.23536   2965.56
22.7516   2693.38
41.1633   2487.19
56.6853   2331.86
70.7096   2204.53
83.8284   2095.5
96.3608   1999.6
108.503   1913.69
120.388   1835.71
132.109   1764.2
143.74   1698.1
155.335   1636.62
166.941   1579.12
178.595   1525.12
190.33   1474.19
202.175   1426.02
214.154   1380.34
226.293   1336.9
238.611   1295.52
251.129   1256.01
263.866   1218.22
276.839   1182.04
290.068   1147.35
303.567   1114.04
317.355   1082.02
331.449   1051.21
345.865   1021.55
360.619   992.96
375.726   965.386
390.844   938.773
+KVIDCutLine
OK:Bragg_line
right
9
1.70052e-09   353.313
3.72376e-08   468.175
3.06194e-07   548.86
0.0173375   1251.69
0.0303737   1409.42
0.0668752   1660.18
0.0306572   2652.98
0.0429826   2822.49
0.0575875   2976.28
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_334
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_334
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.29602   336.393
2.80843   317.033
5.14552   290.435
7.03827   271.428
8.72374   256.168
10.289   243.246
11.778   231.962
13.2168   221.904
14.6223   212.805
16.007   204.484
17.3794   196.807
18.7466   189.679
20.1142   183.021
21.4868   176.773
22.8683   170.887
24.2621   165.324
25.6714   160.05
27.0988   155.038
28.5468   150.262
30.0179   145.706
31.5143   141.349
33.038   137.178
34.5911   133.177
36.1757   129.337
37.7936   125.644
39.4467   122.092
41.1371   118.671
42.8665   115.374
44.6369   112.193
46.4502   109.122
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.30745   452.345
3.73731   421.989
6.69545   389.355
9.16355   365.192
11.3897   345.48
13.4727   328.628
15.4643   313.812
17.3961   300.535
19.2889   288.475
21.1576   277.408
23.0136   267.17
24.8658   257.635
26.7212   248.711
28.5858   240.318
30.4648   232.397
32.3627   224.896
34.2835   217.775
36.2307   210.996
38.2079   204.53
40.2184   198.351
42.2649   192.435
44.3504   186.765
46.4777   181.321
48.6496   176.089
50.8689   171.055
53.138   166.206
55.4597   161.532
57.8366   157.024
60.2714   152.67
60.9884   148.466
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.925525   539.19
4.01984   500.811
7.45322   463.326
10.3425   435.292
12.96   412.298
15.4161   392.568
17.7693   375.171
20.0552   359.546
22.2979   345.326
24.5145   332.254
26.718   320.142
28.9187   308.847
31.1247   298.261
33.3432   288.295
35.58   278.879
37.8405   269.954
40.1296   261.471
42.4513   253.39
44.8098   245.674
47.2088   238.295
49.652   231.225
52.1429   224.443
54.6847   217.927
57.2807   211.66
59.9342   205.626
62.6484   199.811
65.4265   194.203
68.2717   188.788
71.1872   183.558
74.1761   178.502
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.76161   1246.73
11.3493   1107.77
19.3396   1018.14
25.9395   952.386
31.8517   899.132
37.3556   853.867
42.5969   814.259
47.6638   778.917
52.6149   746.935
57.4914   717.683
62.3244   690.706
67.1382   665.657
71.9522   642.272
76.7824   620.337
81.6428   599.685
86.5453   580.175
91.5005   561.689
96.5182   544.13
101.607   527.415
106.776   511.472
112.031   496.238
117.382   481.66
122.835   467.689
128.396   454.284
134.072   441.407
139.871   429.024
145.8   417.105
151.864   405.623
158.07   394.553
163.356   383.872
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.480825   1409.43
12.1536   1258.07
21.1355   1157.73
28.589   1083.71
35.2811   1023.56
41.5197   972.333
47.4665   927.436
53.2197   887.326
58.8444   850.993
64.387   817.73
69.8824   787.029
75.3579   758.504
80.8351   731.854
86.3325   706.846
91.8655   683.285
97.4477   661.016
103.091   639.907
108.808   619.848
114.606   600.747
120.496   582.52
126.487   565.097
132.587   548.419
138.804   532.432
145.147   517.087
151.624   502.342
158.24   488.16
165.005   474.506
171.926   461.349
179.01   448.663
184.823   436.42
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.551715   1661.56
13.5079   1497.84
23.9432   1382.65
32.7043   1296.46
40.6143   1225.9
48.0129   1165.52
55.0814   1112.42
61.9311   1064.85
68.6365   1021.67
75.2508   982.06
81.8144   945.442
88.3588   911.371
94.9096   879.5
101.488   849.556
108.112   821.316
114.799   794.599
121.561   769.249
128.414   745.141
135.368   722.165
142.434   700.224
149.624   679.238
156.946   659.135
164.412   639.853
172.032   621.336
179.812   603.532
187.765   586.399
195.899   569.895
204.222   553.988
212.744   538.64
221.275   523.824
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.412088   2658.05
22.1656   2382.24
38.9602   2195.62
53.0095   2056.42
65.6577   1942.84
77.4637   1845.9
88.7249   1760.82
99.6233   1684.74
110.282   1615.79
120.786   1552.63
131.202   1494.33
141.581   1440.13
151.964   1389.5
162.386   1341.98
172.877   1297.21
183.461   1254.89
194.162   1214.77
205.001   1176.64
215.996   1140.33
227.167   1105.69
238.529   1072.58
250.099   1040.88
261.893   1010.49
273.925   981.33
286.211   953.31
298.765   926.359
311.601   900.412
324.735   875.411
338.181   851.303
350.639   828.041
+KVIDZALine
ID:Z=3 A=7
3	7
30
1.447   2817.13
22.7317   2548.92
40.5525   2351.6
55.5183   2203.68
69.0157   2082.7
81.6276   1979.27
93.6665   1888.39
105.324   1807.06
116.729   1733.27
127.973   1665.66
139.125   1603.2
150.241   1545.12
161.363   1490.83
172.529   1439.85
183.771   1391.8
195.115   1346.37
206.586   1303.3
218.206   1262.35
229.995   1223.34
241.974   1186.11
254.16   1150.52
266.571   1116.44
279.223   1083.77
292.133   1052.4
305.316   1022.26
318.789   993.26
332.566   965.34
346.665   938.436
361.1   912.489
375.198   887.448
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.25685   2974.61
23.1573   2701.7
41.8926   2494.98
57.6859   2339.29
71.9542   2211.64
85.3003   2102.34
98.0493   2006.19
110.4   1920.07
122.488   1841.89
134.41   1770.21
146.238   1703.94
158.03   1642.3
169.832   1584.66
181.682   1530.51
193.614   1479.45
205.656   1431.17
217.834   1385.36
230.173   1341.81
242.695   1300.32
255.419   1260.7
268.364   1222.82
281.55   1186.54
294.993   1151.75
308.711   1118.35
322.723   1086.24
337.043   1055.35
351.69   1025.6
366.68   996.934
382.028   969.283
397.665   942.594
+KVIDCutLine
OK:Bragg_line
right
9
1.89522e-09   354.374
3.47004e-08   469.6
3.08525e-07   550.546
0.0175907   1255.45
0.0308175   1413.67
0.0678532   1665.23
0.0310865   2661.01
0.0435847   2831.07
0.0583944   2985.36
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_341
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
